GISJOIN,YEAR,FSTATUS,REGION,DIVISION,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,AIANHHA,SEA,UATYPE,PLACDESC,CBD,AREANAME,SUPFLG01,SUPFPA03,SUPFLG04,SUPFLG05,SUPFLG06,PBSUM00,PBSUM01,PBSUM02,PBSUM03,PBSUM04,PBSUM05,PBSUM06,PBSUM07,PBSUM08,PBSUM09,PBSUM10,PBSUM11,PBSUM12,PBSUM13,PBSUM14,PBSUM15,PBSUM16,PBSUM17,PBSUM18,PBSUM19,PBSUM20,PBSUM21,PBSUM22,PBSUM23,PBSUM24,PBSUM25,PBSUM26,PBSUM27,PBSUM28,PBSUM29,PBSUM30,PBSUM31,PBSUM32,PBSUM33,PBSUM34,PBSUM35,PBSUM36,PBSUM37,PBSUM38,DR1001,DR1002,DR1003,DR1004,DR2001,DR2002,DR2003,DR2004,DR2005,DR2006,DR2007,DR2008,DR2009,DR2010,DR2011,DR2012,DR2013,DR3001,DR3002,DR3003,DR3004,DR3005,DR3006,DR3007,DR3008,DR3009,DR3010,DR3011,DR3012,DR3013,DR3014,DR3015,DR3016
"G4700350","1980","A","3","6","Tennessee","47",,"Cumberland","035",,,,,,,"07",,,,"CUMBERLAND COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",6481,1828,1035,69,701,885,303,902,1182,5,125,1106,344,1354,1334,580,545,305,44,153,830,1318,1052,681,199,1399,578,78,183,306,143,1804,372
"G4700370","1980","B","3","6","Tennessee","47","5360","Davidson","037",,,,,,,"B",,,,"DAVIDSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",159372,38432,10299,592,25176,29999,7862,22143,44480,1493,3734,20490,1269,21062,13941,8055,8979,1158,96,239,10893,20507,14100,17626,11992,33120,15886,6328,2621,7861,3420,48759,14235
"G4700390","1980","A","3","6","Tennessee","47",,"Decatur","039",,,,,,,"02",,,,"DECATUR COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",2920,574,521,41,290,239,97,244,402,17,54,301,254,506,1070,259,340,206,7,33,231,1140,598,267,67,600,120,29,40,100,2,487,175
"G4700410","1980","A","3","6","Tennessee","47",,"DeKalb","041",,,,,,,"06",,,,"DE KALB COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",3610,902,723,45,325,331,58,297,572,22,63,451,541,824,1252,254,277,583,7,0,517,932,1016,379,101,504,146,38,67,124,14,653,181
"G4700430","1980","A","3","6","Tennessee","47","5360","Dickson","043",,,,,,,"03",,,,"DICKSON COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",7873,2001,974,101,889,888,218,951,1589,87,147,1091,338,2015,1605,599,551,346,8,40,1244,1296,1754,1013,368,1762,492,61,87,362,77,1585,572
"G4700450","1980","A","3","6","Tennessee","47",,"Dyer","045",,,,,,,"01",,,,"DYER COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",9890,1873,1231,86,1000,892,256,1238,1772,163,154,1190,713,1968,2506,636,647,737,9,11,892,2834,1941,644,579,2033,556,134,171,471,72,1704,440
"G4700470","1980","A","3","6","Tennessee","47",,"Fayette","047",,,,,,,"01",,,,"FAYETTE COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",5491,1652,673,84,425,580,209,466,967,116,114,835,815,1158,1304,510,450,820,7,25,719,996,1301,459,274,951,227,137,93,228,41,1358,392
"G4700490","1980","A","3","6","Tennessee","47",,"Fentress","049",,,,,,,"07",,,,"FENTRESS COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",2907,884,651,47,247,395,91,323,380,5,37,313,360,621,1178,296,243,267,8,150,299,1272,434,180,147,456,86,8,131,91,16,771,191
"G4700510","1980","A","3","6","Tennessee","47",,"Franklin","051",,,,,,,"06",,,,"FRANKLIN COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",7954,2022,1094,55,761,1163,294,864,1243,113,150,1161,567,1666,1889,628,695,611,5,35,852,1816,1163,918,311,1630,309,115,133,325,36,2412,449
"G4700530","1980","A","3","6","Tennessee","47",,"Gibson","053",,,,,,,"01",,,,"GIBSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",14093,2266,1845,165,1265,1249,420,1654,2257,122,184,1498,909,2533,4300,949,952,1003,14,11,1179,4217,3730,1024,473,2418,584,99,222,494,57,2310,529
"G4700550","1980","A","3","6","Tennessee","47",,"Giles","055",,,,,,,"05",,,,"GILES COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","1","1","1","0","1","1","1","1","1",7048,1267,907,78,549,710,176,623,1239,57,107,820,524,1154,2296,485,475,518,5,14,412,1531,2587,395,288,1160,332,80,135,269,37,1214,315
"G4700570","1980","A","3","6","Tennessee","47",,"Grainger","057",,,,,,,"08",,,,"GRAINGER COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",4116,899,709,75,308,315,66,344,436,7,56,478,462,1041,1251,446,523,432,15,166,558,795,1326,336,272,630,122,67,66,138,6,612,273
"G4700590","1980","A","3","6","Tennessee","47",,"Greene","059",,,,,,,"08",,,,"GREENE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15234,3471,2130,189,1469,1920,812,1413,2296,48,146,2185,1330,3147,4170,1043,1000,1349,22,80,1188,2476,6160,776,618,2545,546,122,208,434,118,3707,732
"G4700610","1980","A","3","6","Tennessee","47",,"Grundy","061",,,,,,,"07",,,,"GRUNDY COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",2824,655,540,51,155,257,41,239,314,17,24,239,491,687,893,320,428,443,12,302,288,640,696,313,101,497,61,36,55,82,8,441,123
"G4700630","1980","A","3","6","Tennessee","47",,"Hamblen","063",,,,,,,"08",,,,"HAMBLEN COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15307,2884,1384,117,1812,1747,393,1739,2535,117,195,1640,396,3133,3816,1232,987,376,6,124,1066,2698,5417,1253,659,2786,725,205,211,489,105,2980,585
"G4700650","1980","A","3","6","Tennessee","47","1560","Hamilton","065",,,,,,,"C",,,,"HAMILTON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",86471,23780,5534,333,12593,15000,3953,12092,19867,673,1765,12037,627,14389,12118,5057,5948,615,59,234,6231,16198,11699,12360,5316,17336,8371,2805,1151,4041,811,23685,5441
"G4700670","1980","A","3","6","Tennessee","47",,"Hancock","067",,,,,,,"08",,,,"HANCOCK COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",1123,381,388,21,54,156,33,111,106,6,20,180,327,256,460,112,93,323,0,33,97,183,514,53,23,153,39,6,21,31,9,366,78
"G4700690","1980","A","3","6","Tennessee","47",,"Hardeman","069",,,,,,,"01",,,,"HARDEMAN COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","1","1","1","1",4658,2135,694,78,527,554,225,404,808,61,127,1022,500,932,1507,425,496,496,23,24,471,1111,1338,472,192,904,171,67,74,203,21,1687,354
"G4700710","1980","A","3","6","Tennessee","47",,"Hardin","071",,,,,,,"02",,,,"HARDIN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",5586,1640,721,52,490,583,142,618,637,0,46,698,340,1316,1838,683,546,232,34,54,757,2183,927,688,188,1192,209,64,66,91,42,953,376
"G4700730","1980","A","3","6","Tennessee","47","3660","Hawkins","073",,,,,,,"08",,,,"HAWKINS COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",11127,3154,812,115,676,1250,365,922,2056,103,143,1112,481,2546,3108,992,1298,464,14,62,1341,3770,2334,1273,444,1615,504,92,169,389,53,1974,707
"G4700750","1980","A","3","6","Tennessee","47",,"Haywood","075",,,,,,,"01",,,,"HAYWOOD COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1",4308,1260,608,61,442,604,84,561,696,83,62,697,519,679,1038,348,359,543,22,11,379,1063,769,333,212,1012,266,45,56,268,34,943,292
"G4700770","1980","A","3","6","Tennessee","47",,"Henderson","077",,,,,,,"02",,,,"HENDERSON COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",5658,1151,832,55,526,529,134,612,722,22,87,593,426,1104,2115,439,450,397,20,0,621,1532,1978,385,156,1014,227,47,110,128,25,874,272
"G4700790","1980","A","3","6","Tennessee","47",,"Henry","079",,,,,,,"02",,,,"HENRY COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",7679,1526,1073,69,821,750,247,899,1261,96,76,982,484,1500,2095,541,675,463,21,107,475,762,3324,598,453,1651,366,64,76,300,56,1375,376
"G4700810","1980","A","3","6","Tennessee","47",,"Hickman","081",,,,,,,"03",,,,"HICKMAN COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",3904,835,514,35,277,387,102,325,570,32,102,391,250,804,1481,404,310,231,0,31,451,1368,909,417,175,498,126,121,109,97,21,624,261
"G4700830","1980","A","3","6","Tennessee","47",,"Houston","083",,,,,,,"03",,,,"HOUSTON COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",1096,782,271,4,118,199,50,62,250,18,14,183,118,469,378,96,147,95,2,20,207,188,416,392,31,163,14,2,4,70,21,364,163
"G4700850","1980","A","3","6","Tennessee","47",,"Humphreys","085",,,,,,,"03",,,,"HUMPHREYS COUNTY",,,,,,"1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",4250,1180,453,34,317,495,200,432,506,21,78,609,91,1222,1085,379,508,91,27,19,482,1477,894,681,86,727,177,58,73,205,17,700,219
"G4700870","1980","A","3","6","Tennessee","47",,"Jackson","087",,,,,,,"06",,,,"JACKSON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",2051,683,443,34,181,272,53,200,337,22,18,233,206,470,820,188,222,179,0,44,294,619,582,233,54,393,73,25,31,53,7,497,171
"G4700890","1980","A","3","6","Tennessee","47",,"Jefferson","089",,,,,,,"08",,,,"JEFFERSON COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1",9099,1788,1019,84,825,1184,296,748,1395,30,101,1268,421,2170,2027,755,791,425,6,712,715,1978,2002,713,470,1397,415,106,163,357,50,2138,410
"G4700910","1980","A","3","6","Tennessee","47",,"Johnson","091",,,,,,,"08",,,,"JOHNSON COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0","1","1","1","1",3391,716,519,68,167,312,99,250,439,25,54,332,356,677,1406,252,318,327,10,37,298,1857,403,210,63,427,63,17,33,115,5,663,167
"G4700930","1980","A","3","6","Tennessee","47","3840","Knox","093",,,,,,,"D",,,,"KNOX COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",95573,31764,7112,424,14026,19745,5823,15329,22524,605,1750,15302,1094,16023,11216,5617,5583,1184,42,518,8055,14057,8688,12974,7263,23717,6823,5477,1725,4265,1107,32526,6123
"G4700950","1980","A","3","6","Tennessee","47",,"Lake","095",,,,,,,"01",,,,"LAKE COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",1671,399,235,23,107,156,31,182,259,21,64,285,263,258,537,82,102,295,0,0,104,632,117,123,67,357,46,16,22,92,14,331,124
"G4700970","1980","A","3","6","Tennessee","47",,"Lauderdale","097",,,,,,,"01",,,,"LAUDERDALE COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",5402,1480,793,71,338,701,86,562,763,74,230,564,605,1074,1752,467,473,582,0,6,447,1515,1487,376,376,1035,214,24,77,208,16,1144,337
"G4700990","1980","A","3","6","Tennessee","47",,"Lawrence","099",,,,,,,"03",,,,"LAWRENCE COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",8703,1731,1059,162,656,969,166,887,1320,42,81,971,549,1767,2832,784,721,556,27,44,713,1810,3384,663,232,1421,424,73,165,252,53,1668,360
"G4701010","1980","A","3","6","Tennessee","47",,"Lewis","101",,,,,,,"03",,,,"LEWIS COUNTY",,,,,,"1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1",2635,501,338,70,222,265,70,166,402,8,13,253,222,594,979,230,142,108,0,0,248,1292,444,130,40,376,80,20,61,51,26,524,153
"G4701030","1980","A","3","6","Tennessee","47",,"Lincoln","103",,,,,,,"05",,,,"LINCOLN COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",6996,1713,1341,118,729,712,308,924,1264,83,47,738,808,1587,2165,446,396,829,13,12,876,1519,1997,455,329,1390,323,125,190,333,34,1260,497
"G4701050","1980","A","3","6","Tennessee","47",,"Loudon","105",,,,,,,"08",,,,"LOUDON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",8109,2244,863,58,587,1037,323,775,1363,32,127,1186,423,1957,2049,675,736,485,14,46,849,1544,2256,1013,385,1298,275,617,140,350,47,1642,336
"G4701070","1980","A","3","6","Tennessee","47",,"McMinn","107",,,,,,,"08",,,,"MCMINN COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",12758,2143,1483,58,1246,1209,393,1359,1813,115,175,1351,536,2504,3546,1174,1003,637,44,37,1088,3850,2840,1327,369,2483,553,258,140,432,35,1967,384
"G4701090","1980","A","3","6","Tennessee","47",,"McNairy","109",,,,,,,"02",,,,"MCNAIRY COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",5735,1300,907,39,449,582,125,538,841,49,104,606,384,1306,2162,446,483,323,8,24,592,1875,1689,600,170,925,215,102,89,163,26,1059,253
"G4701110","1980","A","3","6","Tennessee","47",,"Macon","111",,,,,,,"06",,,,"MACON COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",4032,1231,640,51,203,340,94,320,651,5,45,405,433,903,1638,406,554,420,0,7,564,1345,1098,574,140,661,153,7,63,86,1,656,205
"G4701130","1980","A","3","6","Tennessee","47",,"Madison","113",,,,,,,"01",,,,"MADISON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",22688,5189,1827,133,2646,3391,854,3668,4319,205,443,3354,555,3572,3750,1507,1738,580,20,21,1723,3946,3792,1988,1602,5391,1423,490,342,953,187,5984,1513
"G4701150","1980","A","3","6","Tennessee","47","1560","Marion","115",,,,,,,"07",,,,"MARION COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1",5372,1731,483,58,443,579,146,542,785,41,84,674,170,1450,1414,630,665,127,33,227,632,1046,1437,1040,201,966,296,86,106,208,7,961,285
"G4701170","1980","A","3","6","Tennessee","47",,"Marshall","117",,,,,,,"05",,,,"MARSHALL COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",5689,1055,830,51,508,507,146,609,1032,19,99,593,566,1139,1623,405,397,587,6,33,301,1381,1813,475,198,1072,174,41,85,159,25,1054,303
"G4701190","1980","A","3","6","Tennessee","47",,"Maury","119",,,,,,,"05",,,,"MAURY COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15251,2683,1732,159,1592,1834,496,1873,2360,186,200,1884,857,2912,3282,1176,1158,879,0,119,1587,4093,2823,1211,651,2922,996,229,233,554,82,3005,627
"G4701210","1980","A","3","6","Tennessee","47",,"Meigs","121",,,,,,,"08",,,,"MEIGS COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1",1637,647,304,23,132,128,30,205,243,40,9,184,148,537,593,184,173,121,6,7,279,518,428,389,53,280,90,14,22,62,6,274,84
"G4701230","1980","A","3","6","Tennessee","47",,"Monroe","123",,,,,,,"08",,,,"MONROE COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",7552,1525,909,74,452,637,145,815,1065,39,55,812,567,1602,2567,580,719,536,91,52,924,2016,1947,621,296,1347,256,141,135,290,46,1069,278
"G4701250","1980","A","3","6","Tennessee","47","1660","Montgomery","125",,,,,,,"04",,,,"MONTGOMERY COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",17384,6374,2137,157,2385,2765,444,2909,4077,259,341,3086,833,3661,3181,992,1189,826,27,43,1673,3254,3187,1686,628,4860,1262,375,374,1097,261,4798,1896
"G4701270","1980","A","3","6","Tennessee","47",,"Moore","127",,,,,,,"05",,,,"MOORE COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1",1276,338,176,21,86,164,59,82,168,24,19,154,140,283,381,86,178,129,0,0,176,513,197,84,73,121,71,11,27,33,0,349,57
"G4701290","1980","A","3","6","Tennessee","47",,"Morgan","129",,,,,,,"07",,,,"MORGAN COUNTY",,,,,,"1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",3181,1366,464,11,258,364,75,278,491,19,163,428,144,1117,938,437,306,99,12,423,448,1083,542,382,92,559,47,131,29,115,13,640,428
"G4701310","1980","A","3","6","Tennessee","47",,"Obion","131",,,,,,,"01",,,,"OBION COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",9239,1565,1375,83,956,878,276,1132,1453,154,119,1094,757,1626,2419,684,887,806,13,0,643,3713,964,581,574,1758,470,100,138,453,48,1814,352
"G4701330","1980","A","3","6","Tennessee","47",,"Overton","133",,,,,,,"06",,,,"OVERTON COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1",4271,999,711,94,341,434,109,393,527,15,75,513,446,944,1642,320,355,410,11,67,468,1588,891,241,98,666,169,51,144,127,11,900,265
"G4701350","1980","A","3","6","Tennessee","47",,"Perry","135",,,,,,,"03",,,,"PERRY COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1",1513,435,266,27,118,117,27,168,198,19,39,133,51,298,706,227,132,42,12,37,180,610,524,119,22,169,63,0,30,72,10,239,114
"G4701370","1980","A","3","6","Tennessee","47",,"Pickett","137",,,,,,,"06",,,,"PICKETT COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",900,311,226,7,103,105,27,95,135,2,22,78,95,177,432,71,92,91,0,23,180,469,48,62,14,182,40,0,21,20,13,179,112
"G4701390","1980","A","3","6","Tennessee","47",,"Polk","139",,,,,,,"08",,,,"POLK COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1",3337,855,360,45,260,357,95,154,448,5,69,333,213,686,1186,305,445,167,59,228,260,1426,781,228,100,367,74,40,14,58,16,604,173
"G4701410","1980","A","3","6","Tennessee","47",,"Putnam","141",,,,,,,"06",,,,"PUTNAM COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","1","0","1","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",12759,4058,1612,128,1585,2136,471,1899,2835,125,214,1668,421,2429,3100,679,932,430,13,110,1234,1841,3454,1137,602,3096,687,272,262,530,174,4061,796
"G4701430","1980","A","3","6","Tennessee","47",,"Rhea","143",,,,,,,"08",,,,"RHEA COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",6162,2103,690,54,546,699,160,522,839,19,136,863,142,1726,2237,456,634,107,0,47,724,2091,1607,1135,87,1100,233,55,66,188,31,1238,271
