GISJOIN,YEAR,FSTATUS,REGION,DIVISION,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,AIANHHA,SEA,UATYPE,PLACDESC,CBD,AREANAME,SUPFLG01,SUPFPA03,SUPFLG04,SUPFLG05,SUPFLG06,PBSUM00,PBSUM01,PBSUM02,PBSUM03,PBSUM04,PBSUM05,PBSUM06,PBSUM07,PBSUM08,PBSUM09,PBSUM10,PBSUM11,PBSUM12,PBSUM13,PBSUM14,PBSUM15,PBSUM16,PBSUM17,PBSUM18,PBSUM19,PBSUM20,PBSUM21,PBSUM22,PBSUM23,PBSUM24,PBSUM25,PBSUM26,PBSUM27,PBSUM28,PBSUM29,PBSUM30,PBSUM31,PBSUM32,PBSUM33,PBSUM34,PBSUM35,PBSUM36,PBSUM37,PBSUM38,DR1001,DR1002,DR1003,DR1004,DR2001,DR2002,DR2003,DR2004,DR2005,DR2006,DR2007,DR2008,DR2009,DR2010,DR2011,DR2012,DR2013,DR3001,DR3002,DR3003,DR3004,DR3005,DR3006,DR3007,DR3008,DR3009,DR3010,DR3011,DR3012,DR3013,DR3014,DR3015,DR3016
"G4600430","1980","A","2","4","South Dakota","46",,"Douglas","043",,,,,,,"03",,,,"DOUGLAS COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1",648,244,621,111,75,140,13,110,71,32,4,175,718,134,23,71,50,734,0,3,81,41,11,48,90,180,29,4,20,55,7,280,43
"G4600450","1980","A","2","4","South Dakota","46",,"Edmunds","045",,,,,,,"02",,,,"EDMUNDS COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",857,357,794,194,152,177,23,167,173,25,14,240,880,182,35,61,77,931,2,0,121,22,48,78,122,270,81,9,10,70,13,343,85
"G4600470","1980","A","2","4","South Dakota","46",,"Fall River","047",,,,,,,"01",,,,"FALL RIVER COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1",1674,915,482,30,291,405,76,262,377,14,9,359,322,436,94,319,105,323,10,127,137,33,70,473,46,466,129,42,42,95,4,930,164
"G4600490","1980","A","2","4","South Dakota","46",,"Faulk","049",,,,,,,"02",,,,"FAULK COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",476,266,464,52,79,110,11,66,108,3,4,151,521,90,21,69,21,533,0,0,51,10,5,51,60,141,20,3,20,21,10,259,69
"G4600510","1980","A","2","4","South Dakota","46",,"Grant","051",,,,,,,"04",,,,"GRANT COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",2378,414,903,26,248,306,61,290,476,51,4,422,832,505,183,166,150,845,0,88,216,198,199,216,145,565,420,23,31,136,8,551,58
"G4600530","1980","A","2","4","South Dakota","46",,"Gregory","053",,,,,,,"03",,,,"GREGORY COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1010,350,866,45,118,216,16,198,226,16,2,247,778,213,32,127,73,789,0,0,142,24,25,123,119,372,81,13,29,52,4,432,58
"G4600550","1980","A","2","4","South Dakota","46",,"Haakon","055",,,,,,,"01",,,,"HAAKON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",587,148,402,22,105,104,10,99,113,10,7,106,392,100,45,37,41,395,0,12,49,27,86,39,77,162,57,0,6,36,5,175,48
"G4600570","1980","A","2","4","South Dakota","46",,"Hamlin","057",,,,,,,"04",,,,"HAMLIN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",825,330,709,95,124,125,22,143,161,14,2,212,663,191,112,105,64,676,0,0,114,118,47,103,75,251,69,8,21,56,3,331,74
"G4600590","1980","A","2","4","South Dakota","46",,"Hand","059",,,,,,,"02",,,,"HAND COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",870,334,748,84,106,172,18,161,158,9,4,212,872,155,36,63,74,893,5,1,92,47,17,64,111,236,83,3,22,32,4,351,65
"G4600610","1980","A","2","4","South Dakota","46",,"Hanson","061",,,,,,,"03",,,,"HANSON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",539,167,512,160,67,73,14,87,120,6,4,200,555,135,41,44,10,647,0,9,65,23,56,71,47,166,41,6,15,27,9,149,40
"G4600630","1980","A","2","4","South Dakota","46",,"Harding","063",,,,,,,"01",,,,"HARDING COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",248,117,272,8,25,59,4,27,55,6,5,42,328,34,4,40,13,338,12,11,30,2,3,26,9,64,21,5,3,14,0,68,41
"G4600650","1980","A","2","4","South Dakota","46",,"Hughes","065",,,,,,,"02",,,,"HUGHES COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",3153,3230,642,33,1157,1110,186,572,1648,26,119,824,305,611,89,159,197,327,4,9,572,50,28,337,153,1011,306,162,19,347,20,1468,2149
"G4600670","1980","A","2","4","South Dakota","46",,"Hutchinson","067",,,,,,,"03",,,,"HUTCHINSON COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1747,440,1381,241,235,284,43,248,285,21,9,547,1390,337,166,134,111,1425,0,0,149,177,98,131,183,526,85,10,70,104,32,731,78
"G4600690","1980","A","2","4","South Dakota","46",,"Hyde","069",,,,,,,"02",,,,"HYDE COUNTY",,,,,,"1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1",366,174,292,4,59,87,3,27,106,2,2,88,323,68,6,21,38,336,0,0,45,12,2,34,39,86,34,2,16,10,8,156,50
"G4600710","1980","A","2","4","South Dakota","46",,"Jackson","071",,,,,,,"01",,,,"JACKSON COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",326,368,302,15,75,129,17,36,86,10,32,118,327,78,16,29,55,320,0,0,71,2,27,45,10,115,16,11,6,51,2,238,96
"G4600730","1980","A","2","4","South Dakota","46",,"Jerauld","073",,,,,,,"03",,,,"JERAULD COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",517,184,453,36,78,99,10,57,126,12,6,137,443,119,9,62,21,461,0,0,65,16,7,43,56,148,52,0,16,28,2,241,49
"G4600750","1980","A","2","4","South Dakota","46",,"Jones","075",,,,,,,"01",,,,"JONES COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","0","1","1","1","1",258,84,234,32,38,43,2,62,55,2,4,44,241,61,0,25,30,257,0,0,31,5,0,30,19,124,21,0,18,24,0,41,26
"G4600770","1980","A","2","4","South Dakota","46",,"Kingsbury","077",,,,,,,"04",,,,"KINGSBURY COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",1303,406,896,71,207,212,21,196,249,31,10,342,825,207,172,126,73,840,0,0,119,142,110,126,114,369,109,14,39,112,14,498,69
"G4600790","1980","A","2","4","South Dakota","46",,"Lake","079",,,,,,,"05",,,,"LAKE COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",2603,751,908,90,344,438,57,367,468,36,18,634,804,571,260,240,117,808,0,5,189,183,436,324,161,751,118,43,30,115,43,1020,118
"G4600810","1980","A","2","4","South Dakota","46",,"Lawrence","081",,,,,,,"01",,,,"LAWRENCE COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1",4961,1412,743,83,522,895,195,803,814,25,68,1191,283,1531,191,371,303,186,85,1293,466,57,435,351,168,1406,295,44,52,357,79,1627,307
"G4600830","1980","A","2","4","South Dakota","46",,"Lincoln","083",,,,,,,"05",,,,"LINCOLN COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",3824,660,1163,49,469,426,66,554,744,33,40,695,949,735,487,298,274,947,0,8,335,546,443,361,304,1012,247,33,108,150,75,1035,177
"G4600850","1980","A","2","4","South Dakota","46",,"Lyman","085",,,,,,,"01",,,,"LYMAN COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1",534,412,366,70,87,128,12,58,182,10,14,167,457,128,11,79,61,470,0,0,107,2,6,79,42,187,43,0,29,38,4,206,177
"G4600870","1980","A","2","4","South Dakota","46",,"McCook","087",,,,,,,"03",,,,"MCCOOK COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",1360,346,872,128,183,214,14,164,238,35,12,322,873,268,158,109,82,890,0,4,117,151,162,105,151,374,61,5,39,110,4,456,70
"G4600890","1980","A","2","4","South Dakota","46",,"McPherson","089",,,,,,,"02",,,,"MCPHERSON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1",664,224,608,118,98,119,17,95,123,20,9,185,674,129,36,58,54,687,0,2,68,27,15,50,55,265,56,0,20,40,14,271,45
"G4600910","1980","A","2","4","South Dakota","46",,"Marshall","091",,,,,,,"02",,,,"MARSHALL COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1",1074,338,660,73,107,146,29,135,204,11,17,223,738,193,177,83,67,764,0,2,101,152,125,67,73,268,46,14,19,66,23,330,90
"G4600930","1980","A","2","4","South Dakota","46",,"Meade","093",,,,,,,"01",,,,"MEADE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",3746,1686,1018,55,434,734,144,557,886,42,75,1009,843,866,310,371,251,816,0,203,578,179,436,328,257,1119,217,118,101,262,18,1586,328
"G4600950","1980","A","2","4","South Dakota","46",,"Mellette","095",,,,,,,"01",,,,"MELLETTE COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",211,224,233,28,53,90,2,21,59,2,3,74,276,47,3,25,21,277,0,0,37,3,0,21,15,46,11,0,2,8,9,199,66
"G4600970","1980","A","2","4","South Dakota","46",,"Miner","097",,,,,,,"03",,,,"MINER COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",559,261,416,30,100,108,19,88,93,12,2,162,407,131,39,54,47,411,0,0,77,57,18,56,70,179,48,2,13,29,3,245,48
"G4600990","1980","A","2","4","South Dakota","46","7760","Minnehaha","099",,,,,,,"05",,,,"MINNEHAHA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","0","1","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",40659,6116,4198,286,5732,5825,1451,6391,8878,272,582,6595,1572,6130,2934,2291,2556,1611,0,52,2873,4778,2858,4505,3288,9821,3665,1175,829,1874,421,11478,1910
"G4601010","1980","A","2","4","South Dakota","46",,"Moody","101",,,,,,,"05",,,,"MOODY COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1146,518,880,97,145,236,30,186,305,17,19,296,861,264,91,86,92,895,0,10,172,68,69,159,164,314,68,12,19,58,25,495,101
"G4601030","1980","A","2","4","South Dakota","46",,"Pennington","103",,,,,,,"01",,,,"PENNINGTON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",19912,5372,2450,123,3147,3239,823,3686,4199,208,361,3729,933,3633,1304,1380,1024,806,67,182,2288,750,2049,2121,1208,5992,1725,666,415,1384,388,5876,1841
"G4601050","1980","A","2","4","South Dakota","46",,"Perkins","105",,,,,,,"01",,,,"PERKINS COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1071,269,792,75,135,172,28,178,220,23,9,163,882,235,18,89,54,884,7,56,128,15,60,149,89,325,69,1,13,61,0,288,61
"G4601070","1980","A","2","4","South Dakota","46",,"Potter","107",,,,,,,"02",,,,"POTTER COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",775,233,434,54,112,124,48,124,161,5,8,170,478,135,23,67,40,493,0,0,98,40,4,52,103,208,60,4,25,30,12,279,67
"G4601090","1980","A","2","4","South Dakota","46",,"Roberts","109",,,,,,,"04",,,,"ROBERTS COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1681,1057,1190,44,268,427,42,246,409,19,21,639,1074,429,131,133,131,1087,7,0,207,112,57,69,135,608,132,5,77,138,18,970,354
"G4601110","1980","A","2","4","South Dakota","46",,"Sanborn","111",,,,,,,"03",,,,"SANBORN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1",442,176,437,37,54,81,18,69,63,0,2,102,447,113,42,55,35,447,0,2,58,77,18,55,40,89,42,3,17,26,0,179,40
"G4601130","1980","A","2","4","South Dakota","46",,"Shannon","113",,,,,,,"01",,,,"SHANNON COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","1","0","1","1","1","1","0",413,1662,104,11,180,480,24,60,432,0,109,431,138,103,42,58,83,128,0,0,42,35,30,80,0,80,22,35,15,0,24,988,711
"G4601150","1980","A","2","4","South Dakota","46",,"Spink","115",,,,,,,"02",,,,"SPINK COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1342,1015,1036,137,268,338,44,257,373,12,21,651,986,275,85,104,71,1039,2,0,122,45,19,203,161,503,108,15,56,106,25,938,156
"G4601170","1980","A","2","4","South Dakota","46",,"Stanley","117",,,,,,,"01",,,,"STANLEY COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",641,306,226,32,125,103,37,104,206,8,3,129,222,124,25,55,64,242,2,0,140,18,4,79,28,207,40,19,20,35,7,211,157
"G4601190","1980","A","2","4","South Dakota","46",,"Sully","119",,,,,,,"02",,,,"SULLY COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",384,169,264,37,46,71,4,62,99,9,6,62,368,72,6,28,15,391,0,2,40,5,6,23,36,118,24,1,5,22,2,107,70
"G4601210","1980","A","2","4","South Dakota","46",,"Todd","121",,,,,,,"01",,,,"TODD COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",500,813,294,22,146,397,23,67,217,4,12,224,315,91,3,44,65,329,2,2,32,1,7,120,35,92,37,4,0,36,0,665,288
"G4601230","1980","A","2","4","South Dakota","46",,"Tripp","123",,,,,,,"03",,,,"TRIPP COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1447,461,1036,88,158,312,20,249,280,14,15,385,1068,228,36,141,98,1085,0,0,129,29,31,125,148,513,98,22,40,99,9,595,93
"G4601250","1980","A","2","4","South Dakota","46",,"Turner","125",,,,,,,"05",,,,"TURNER COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1891,419,1377,144,208,305,39,267,334,19,17,547,1274,342,180,169,114,1288,0,2,191,235,90,205,125,532,114,27,57,107,24,756,70
"G4601270","1980","A","2","4","South Dakota","46",,"Union","127",,,,,,,"05",,,,"UNION COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",2870,549,845,75,384,396,72,306,451,25,21,544,694,624,357,242,240,777,1,5,276,398,439,295,223,596,164,58,76,143,43,759,107
"G4601290","1980","A","2","4","South Dakota","46",,"Walworth","129",,,,,,,"02",,,,"WALWORTH COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1",1764,423,530,47,197,320,39,313,359,35,18,413,464,338,74,113,82,475,8,0,227,48,26,275,158,490,132,5,38,132,22,631,96
"G4601350","1980","A","2","4","South Dakota","46",,"Yankton","135",,,,,,,"05",,,,"YANKTON COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",5999,1476,1122,101,744,1224,156,776,1273,47,74,1132,844,1110,549,341,429,934,11,10,509,282,849,468,329,1650,343,81,122,286,74,2450,313
"G4601370","1980","A","2","4","South Dakota","46",,"Ziebach","137",,,,,,,"01",,,,"ZIEBACH COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1",177,346,282,23,53,73,4,21,96,5,7,120,347,57,10,19,17,349,0,0,35,0,0,11,7,47,17,10,3,16,9,166,157
"G4700010","1980","A","3","6","Tennessee","47","3840","Anderson","001",,,,,,,"D",,,,"ANDERSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18632,6699,1293,118,2110,4289,1965,2073,3962,204,485,2356,251,4236,2520,950,1135,217,49,556,1503,3027,2807,1882,518,3791,932,3940,325,725,163,4695,1511
"G4700030","1980","A","3","6","Tennessee","47",,"Bedford","003",,,,,,,"05",,,,"BEDFORD COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",7967,1665,1025,78,827,800,191,890,1431,91,109,955,525,1708,2268,446,624,601,0,26,750,2265,1921,621,415,1425,351,140,139,368,57,1505,391
"G4700050","1980","A","3","6","Tennessee","47",,"Benton","005",,,,,,,"02",,,,"BENTON COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",3300,1338,510,18,313,313,144,415,489,32,44,555,192,1013,1036,312,345,107,40,68,479,1053,744,536,87,755,113,29,95,130,0,754,205
"G4700070","1980","A","3","6","Tennessee","47",,"Bledsoe","007",,,,,,,"07",,,,"BLEDSOE COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",1863,863,476,51,108,264,36,146,297,8,102,280,380,539,714,201,174,294,34,31,316,613,453,169,36,317,74,20,69,57,14,505,250
"G4700090","1980","A","3","6","Tennessee","47","3840","Blount","009",,,,,,,"D",,,,"BLOUNT COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",22358,5628,1783,148,2309,3234,1057,2907,4255,185,352,3101,598,4799,3423,1812,1758,573,20,152,1852,2968,4973,2362,1218,4860,1349,486,499,928,243,6149,1346
"G4700110","1980","A","3","6","Tennessee","47",,"Bradley","011",,,,,,,"08",,,,"BRADLEY COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",22186,3830,1922,95,2183,2951,626,2296,3876,168,290,2613,481,4062,5333,1351,1692,454,91,27,1517,5640,5429,1655,668,4099,975,475,459,1012,91,4774,646
"G4700130","1980","A","3","6","Tennessee","47",,"Campbell","013",,,,,,,"08",,,,"CAMPBELL COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",7139,2218,816,34,728,841,236,820,1065,18,183,1133,170,1858,1420,879,783,166,17,1049,832,1643,676,765,245,1715,324,100,141,328,37,1618,613
"G4700150","1980","A","3","6","Tennessee","47",,"Cannon","015",,,,,,,"06",,,,"CANNON COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",2719,609,500,27,188,230,79,291,484,11,30,402,302,607,916,211,155,300,0,3,297,832,683,187,68,575,146,41,30,58,6,569,136
"G4700170","1980","A","3","6","Tennessee","47",,"Carroll","017",,,,,,,"02",,,,"CARROLL COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1",7664,1835,1224,125,725,844,228,765,1194,50,151,938,465,1613,2598,508,769,452,23,45,652,2563,2007,632,270,1372,307,57,101,249,17,1721,402
"G4700190","1980","A","3","6","Tennessee","47","3660","Carter","019",,,,,,,"08",,,,"CARTER COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",14086,3507,1042,60,960,1841,560,1447,2496,68,259,1601,353,2937,4036,931,1238,281,83,30,1601,3822,3235,1010,389,2666,635,161,222,321,64,3606,718
"G4700210","1980","A","3","6","Tennessee","47","5360","Cheatham","021",,,,,,,"04",,,,"CHEATHAM COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",5919,1451,737,43,685,613,188,521,1395,30,94,669,227,1670,1100,560,382,219,18,0,1027,817,1314,783,329,920,519,147,152,271,97,1104,464
"G4700230","1980","A","3","6","Tennessee","47",,"Chester","023",,,,,,,"02",,,,"CHESTER COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1",3608,816,490,38,300,454,83,363,817,22,66,653,240,585,851,244,270,219,7,7,413,1012,435,137,144,660,128,57,76,124,22,1262,248
"G4700250","1980","A","3","6","Tennessee","47",,"Claiborne","025",,,,,,,"08",,,,"CLAIBORNE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",5542,1255,1049,112,420,704,186,682,883,59,128,660,581,1346,1269,676,380,515,0,613,575,975,1185,456,201,1075,298,59,84,213,34,1393,308
"G4700270","1980","A","3","6","Tennessee","47",,"Clay","027",,,,,,,"06",,,,"CLAY COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",1566,546,540,17,129,201,28,178,219,8,43,226,280,345,704,153,135,221,6,9,204,615,358,106,40,392,33,0,36,76,0,396,151
"G4700290","1980","A","3","6","Tennessee","47",,"Cocke","029",,,,,,,"08",,,,"COCKE COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1",6927,1285,1015,102,491,650,141,559,879,25,104,960,612,1369,2198,608,778,591,0,36,454,1973,2301,332,271,1416,245,47,142,342,45,1030,248
"G4700310","1980","A","3","6","Tennessee","47",,"Coffee","031",,,,,,,"06",,,,"COFFEE COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",10915,2624,1183,61,1262,2000,588,1144,1924,128,265,1283,508,2164,2458,606,697,524,0,20,1098,2071,2257,1394,381,1962,533,220,122,447,97,3273,664
"G4700330","1980","A","3","6","Tennessee","47",,"Crockett","033",,,,,,,"01",,,,"CROCKETT COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",3771,715,758,69,354,348,108,386,629,21,34,421,508,834,1105,274,264,563,0,9,336,1111,748,265,306,644,204,30,91,92,23,702,198
