b,dgp_num,T_0,estimator,true_te,rel_year,estimate,std.error,ci_lower,ci_upper,selected_p
7,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.123508499896833,0.20702998129357209,3.717729736561432,4.529287263232234,NA
7,6,4,QLD ($p$ known),1,0,2.118190169617613,1.195074069687038,-0.2241550069689815,4.460535346204208,2
7,6,4,QLD ($p$ estimated),1,0,2.118190169617613,1.195074069687038,-0.2241550069689815,4.460535346204208,2
8,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8299173872896017,0.20357486519334117,3.4309106515106524,4.22892412306855,NA
8,6,4,QLD ($p$ known),1,0,2.45041295374745,1.651003525145762,-0.7855539555382434,5.686379863033143,2
8,6,4,QLD ($p$ estimated),1,0,2.45041295374745,1.651003525145762,-0.7855539555382434,5.686379863033143,2
9,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.932470600152399,0.1806429486059925,3.5784104208846537,4.286530779420144,NA
9,6,4,QLD ($p$ known),1,0,0.3856720370017293,1.0763666950498123,-1.7240066852959033,2.495350759299362,2
9,6,4,QLD ($p$ estimated),1,0,0.3856720370017293,1.0763666950498123,-1.7240066852959033,2.495350759299362,2
10,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.5873893233616365,0.20329662248238797,3.1889279432961564,3.9858507034271167,NA
10,6,4,QLD ($p$ known),1,0,1.8277089806696352,0.9759711385439748,-0.0851944508765552,3.740612412215826,2
10,6,4,QLD ($p$ estimated),1,0,1.8277089806696352,0.9759711385439748,-0.0851944508765552,3.740612412215826,2
11,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.790876656866373,0.21061970510987751,3.378062034851013,4.203691278881733,NA
11,6,4,QLD ($p$ known),1,0,0.6638279024312324,1.3487786821369878,-1.979778314557264,3.3074341194197285,2
11,6,4,QLD ($p$ estimated),1,0,0.6638279024312324,1.3487786821369878,-1.979778314557264,3.3074341194197285,2
12,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.651634504529663,0.2170921763356494,3.2261338389117906,4.077135170147536,NA
12,6,4,QLD ($p$ known),1,0,1.0395245899785663,1.0285779442237442,-0.9764881806999725,3.0555373606571052,2
12,6,4,QLD ($p$ estimated),1,0,1.0395245899785663,1.0285779442237442,-0.9764881806999725,3.0555373606571052,2
13,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.001586893851974,0.20818204043983743,3.593550094589893,4.409623693114056,NA
13,6,4,QLD ($p$ known),1,0,-0.5140144648146385,0.568559494231906,-1.6283910735091742,0.6003621438798972,2
13,6,4,QLD ($p$ estimated),1,0,-0.5140144648146385,0.568559494231906,-1.6283910735091742,0.6003621438798972,2
14,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.693236760982174,0.22559788518088164,3.2510649060276458,4.135408615936702,NA
14,6,4,QLD ($p$ known),1,0,-0.3364644228991303,0.8824471906032563,-2.0660609164815127,1.393132070683252,2
14,6,4,QLD ($p$ estimated),1,0,-0.3364644228991303,0.8824471906032563,-2.0660609164815127,1.393132070683252,2
15,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.020326216308249,0.1901658118880726,3.647601225007627,4.393051207608872,NA
15,6,4,QLD ($p$ known),1,0,0.2724544159679701,0.7320794554439332,-1.1624213167021389,1.707330148638079,2
15,6,4,QLD ($p$ estimated),1,0,0.2724544159679701,0.7320794554439332,-1.1624213167021389,1.707330148638079,2
16,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.952324916314894,0.21982557630815588,3.5214667867509086,4.38318304587888,NA
16,6,4,QLD ($p$ known),1,0,1.0825259982445794,1.349454574589645,-1.5624049679511245,3.7274569644402833,2
16,6,4,QLD ($p$ estimated),1,0,1.0825259982445794,1.349454574589645,-1.5624049679511245,3.7274569644402833,2
17,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.887747401813533,0.17389614699396527,3.546910953705362,4.228583849921705,NA
17,6,4,QLD ($p$ known),1,0,3.587411953982904,2.4813446612988104,-1.276023582162764,8.450847490128572,2
17,6,4,QLD ($p$ estimated),1,0,3.587411953982904,2.4813446612988104,-1.276023582162764,8.450847490128572,2
18,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.983256427366361,0.21854683398614383,3.554904632753519,4.411608221979203,NA
18,6,4,QLD ($p$ known),1,0,1.5652406286386338,0.9184230796055082,-0.2348686073881623,3.36534986466543,2
18,6,4,QLD ($p$ estimated),1,0,1.5652406286386338,0.9184230796055082,-0.2348686073881623,3.36534986466543,2
19,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.852836644708112,0.20376308250465464,3.453461002998989,4.252212286417235,NA
19,6,4,QLD ($p$ known),1,0,-0.1824136159806837,0.7193540435576895,-1.5923475413537551,1.2275203093923877,2
19,6,4,QLD ($p$ estimated),1,0,-0.1824136159806837,0.7193540435576895,-1.5923475413537551,1.2275203093923877,2
20,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.14065343791345,0.2028861771685158,3.742996530663159,4.538310345163741,NA
20,6,4,QLD ($p$ known),1,0,0.3788733636270297,0.8803452950404879,-1.3466034146523262,2.104350141906386,2
20,6,4,QLD ($p$ estimated),1,0,0.3788733636270297,0.8803452950404879,-1.3466034146523262,2.104350141906386,2
21,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.532884532920388,0.2013381863933874,3.1382616875893485,3.9275073782514274,NA
21,6,4,QLD ($p$ known),1,0,0.9546082321312382,0.9856446838881197,-0.9772553482894762,2.8864718125519526,2
21,6,4,QLD ($p$ estimated),1,0,0.9546082321312382,0.9856446838881197,-0.9772553482894762,2.8864718125519526,2
22,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.865345231607638,0.22359194811933072,3.4271050132937497,4.303585449921526,NA
22,6,4,QLD ($p$ known),1,0,1.0727521802898334,0.9036979028403064,-0.6984957092771669,2.8440000698568335,2
22,6,4,QLD ($p$ estimated),1,0,1.0727521802898334,0.9036979028403064,-0.6984957092771669,2.8440000698568335,2
23,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.488265541601525,0.17404605785080943,3.147135268213938,3.829395814989112,NA
23,6,4,QLD ($p$ known),1,0,0.7165640183002658,0.5459139582335825,-0.3534273398375557,1.7865553764380873,2
23,6,4,QLD ($p$ estimated),1,0,0.7165640183002658,0.5459139582335825,-0.3534273398375557,1.7865553764380873,2
24,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.89850846357126,0.20338342380220725,3.499876952918934,4.297139974223587,NA
24,6,4,QLD ($p$ known),1,0,1.017029428078435,0.8953194544003081,-0.7377967025461687,2.7718555587030393,2
24,6,4,QLD ($p$ estimated),1,0,1.017029428078435,0.8953194544003081,-0.7377967025461687,2.7718555587030393,2
25,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.991824568327805,0.2150835510452206,3.5702608082791727,4.4133883283764375,NA
25,6,4,QLD ($p$ known),1,0,0.6114349275382673,1.0261654239823572,-1.3998493034671526,2.6227191585436875,2
25,6,4,QLD ($p$ estimated),1,0,0.6114349275382673,1.0261654239823572,-1.3998493034671526,2.6227191585436875,2
26,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.953977672993095,0.18706524473561537,3.5873297933112895,4.320625552674902,NA
26,6,4,QLD ($p$ known),1,0,1.3577593078506078,0.7604896137757122,-0.13280033514978817,2.848318950851004,2
26,6,4,QLD ($p$ estimated),1,0,1.3577593078506078,0.7604896137757122,-0.13280033514978817,2.848318950851004,2
27,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.4655473730173787,0.2056075082472429,3.0625566568527827,3.8685380891819743,NA
27,6,4,QLD ($p$ known),1,0,1.63967208810095,1.38961375942897,-1.083970880379831,4.3633150565817305,2
27,6,4,QLD ($p$ estimated),1,0,1.63967208810095,1.38961375942897,-1.083970880379831,4.3633150565817305,2
28,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.254143747273669,0.2047315584013935,3.852869892806938,4.6554176017404,NA
28,6,4,QLD ($p$ known),1,0,-1.8135953129158944,1.2195423217612251,-4.203898263567895,0.5767076377361069,2
28,6,4,QLD ($p$ estimated),1,0,-1.8135953129158944,1.2195423217612251,-4.203898263567895,0.5767076377361069,2
29,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9352197244901017,0.1905284625814216,3.561783937830515,4.308655511149688,NA
29,6,4,QLD ($p$ known),1,0,0.6212692992010268,1.4301715711887089,-2.1818669803288424,3.424405578730896,2
29,6,4,QLD ($p$ estimated),1,0,0.6212692992010268,1.4301715711887089,-2.1818669803288424,3.424405578730896,2
30,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.990856620741346,0.1961507472313292,3.6064011561679408,4.375312085314751,NA
30,6,4,QLD ($p$ known),1,0,0.49097610553084553,0.8332044122105045,-1.1421045424017433,2.1240567534634343,2
30,6,4,QLD ($p$ estimated),1,0,0.49097610553084553,0.8332044122105045,-1.1421045424017433,2.1240567534634343,2
31,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.984802697744559,0.20892337433948857,3.5753128840391617,4.394292511449957,NA
31,6,4,QLD ($p$ known),1,0,0.4746877979328273,0.9150966835368748,-1.3189017017994475,2.2682772976651022,2
31,6,4,QLD ($p$ estimated),1,0,0.4746877979328273,0.9150966835368748,-1.3189017017994475,2.2682772976651022,2
32,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.66310929440989,0.212311822206311,3.246978122885521,4.07924046593426,NA
32,6,4,QLD ($p$ known),1,0,0.31471704473435425,1.4714031068692557,-2.5692330447293865,3.1986671341980952,2
32,6,4,QLD ($p$ estimated),1,0,0.31471704473435425,1.4714031068692557,-2.5692330447293865,3.1986671341980952,2
33,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.911853879382504,0.22301192273946785,3.4747505108131476,4.348957247951861,NA
33,6,4,QLD ($p$ known),1,0,0.8251112395457856,1.5255030110869132,-2.1648746621845643,3.8150971412761354,2
33,6,4,QLD ($p$ estimated),1,0,0.8251112395457856,1.5255030110869132,-2.1648746621845643,3.8150971412761354,2
34,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.877652664190274,0.1916529390929482,3.5020129035680956,4.253292424812453,NA
34,6,4,QLD ($p$ known),1,0,1.7298146833906858,1.8518338163988428,-1.8997795967510465,5.359408963532418,2
34,6,4,QLD ($p$ estimated),1,0,1.7298146833906858,1.8518338163988428,-1.8997795967510465,5.359408963532418,2
35,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.148837619374633,0.21556490882621385,3.7263303980752536,4.571344840674012,NA
35,6,4,QLD ($p$ known),1,0,2.2388709515851946,1.0880434352191637,0.10630581855563426,4.371436084614755,2
35,6,4,QLD ($p$ estimated),1,0,2.2388709515851946,1.0880434352191637,0.10630581855563426,4.371436084614755,2
36,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.854925153566091,0.18495591979491255,3.4924115507680624,4.217438756364119,NA
36,6,4,QLD ($p$ known),1,0,-0.07697269917300399,0.706123828970501,-1.460975403955186,1.307030005609178,2
36,6,4,QLD ($p$ estimated),1,0,-0.07697269917300399,0.706123828970501,-1.460975403955186,1.307030005609178,2
37,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.024248539540203,0.2115720950736804,3.609567233195789,4.4389298458846165,NA
37,6,4,QLD ($p$ known),1,0,-1.001920236434906,0.9908437385877176,-2.9439739640668323,0.9401334911970204,2
37,6,4,QLD ($p$ estimated),1,0,-1.001920236434906,0.9908437385877176,-2.9439739640668323,0.9401334911970204,2
38,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8116621944178855,0.19726119909721,3.425030244187354,4.198294144648417,NA
38,6,4,QLD ($p$ known),1,0,4.586363642119821,2.2810344221002476,0.11553617480333588,9.057191109436308,2
38,6,4,QLD ($p$ estimated),1,0,4.586363642119821,2.2810344221002476,0.11553617480333588,9.057191109436308,2
39,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.336289278190181,0.18810645093139525,3.967600634364646,4.704977922015716,NA
39,6,4,QLD ($p$ known),1,0,0.14241569882264374,0.8029389761176756,-1.4313446943680004,1.7161760920132878,2
39,6,4,QLD ($p$ estimated),1,0,0.14241569882264374,0.8029389761176756,-1.4313446943680004,1.7161760920132878,2
40,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.726863337000383,0.22704348142791655,3.2818581134016664,4.1718685605990995,NA
40,6,4,QLD ($p$ known),1,0,1.4802038517190108,0.9512653387422751,-0.3842762122158485,3.34468391565387,2
40,6,4,QLD ($p$ estimated),1,0,1.4802038517190108,0.9512653387422751,-0.3842762122158485,3.34468391565387,2
41,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8739177667857496,0.18814950794638607,3.505144731210833,4.242690802360666,NA
41,6,4,QLD ($p$ known),1,0,0.9019702221589464,1.2084012827765418,-1.4664962920830755,3.2704367364009683,2
41,6,4,QLD ($p$ estimated),1,0,0.9019702221589464,1.2084012827765418,-1.4664962920830755,3.2704367364009683,2
42,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.438888377206127,0.2199407167496037,4.007804572376904,4.86997218203535,NA
42,6,4,QLD ($p$ known),1,0,1.9101013048243447,1.0094008211180383,-0.06832430456701033,3.8885269142157,2
42,6,4,QLD ($p$ estimated),1,0,1.9101013048243447,1.0094008211180383,-0.06832430456701033,3.8885269142157,2
43,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.3515637723931295,0.20179983487086064,3.956036096046242,4.747091448740016,NA
43,6,4,QLD ($p$ known),1,0,2.0442466630251706,1.495234560807892,-0.8864130761582976,4.974906402208639,2
43,6,4,QLD ($p$ estimated),1,0,2.0442466630251706,1.495234560807892,-0.8864130761582976,4.974906402208639,2
44,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.750093380087418,0.20587913547774775,3.3465702745510324,4.153616485623804,NA
44,6,4,QLD ($p$ known),1,0,0.5561644824824218,0.6103246218110724,-0.6400717762672802,1.752400741232124,2
44,6,4,QLD ($p$ estimated),1,0,0.5561644824824218,0.6103246218110724,-0.6400717762672802,1.752400741232124,2
45,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.078032040042021,0.19575123432051988,3.6943596207738016,4.46170445931024,NA
45,6,4,QLD ($p$ known),1,0,2.2224864567546163,1.343154968267095,-0.4100972810488899,4.855070194558122,2
45,6,4,QLD ($p$ estimated),1,0,2.2224864567546163,1.343154968267095,-0.4100972810488899,4.855070194558122,2
46,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.1984595114810626,0.21651438138204224,3.77409132397226,4.622827698989865,NA
46,6,4,QLD ($p$ known),1,0,1.7606849117463006,0.9534243364534084,-0.10802678770237994,3.629396611194981,2
46,6,4,QLD ($p$ estimated),1,0,1.7606849117463006,0.9534243364534084,-0.10802678770237994,3.629396611194981,2
47,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.7581839867253386,0.2439584572691116,3.28002541047788,4.236342562972798,NA
47,6,4,QLD ($p$ known),1,0,1.575995850769473,1.120084280746134,-0.6193693394929496,3.7713610410318954,2
47,6,4,QLD ($p$ estimated),1,0,1.575995850769473,1.120084280746134,-0.6193693394929496,3.7713610410318954,2
48,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.992833534142577,0.2148930177892517,3.571643219275643,4.41402384900951,NA
48,6,4,QLD ($p$ known),1,0,0.05901654019620778,0.9016265386409992,-1.708171475540151,1.8262045559325664,2
48,6,4,QLD ($p$ estimated),1,0,0.05901654019620778,0.9016265386409992,-1.708171475540151,1.8262045559325664,2
49,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.033407333434895,0.1971642171856324,3.646965467751056,4.419849199118735,NA
49,6,4,QLD ($p$ known),1,0,-0.4735259048510878,0.9958581583519588,-2.4254078952209266,1.4783560855187512,2
49,6,4,QLD ($p$ estimated),1,0,-0.4735259048510878,0.9958581583519588,-2.4254078952209266,1.4783560855187512,2
50,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.029154529505016,0.1898998292470208,3.656950864180855,4.401358194829177,NA
50,6,4,QLD ($p$ known),1,0,-0.6942235301203759,1.273915794299908,-3.191098486948196,1.802651426707444,2
50,6,4,QLD ($p$ estimated),1,0,-0.6942235301203759,1.273915794299908,-3.191098486948196,1.802651426707444,2
51,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.036769739717532,0.2354280790558838,3.575330704768,4.498208774667065,NA
51,6,4,QLD ($p$ known),1,0,0.627113226898642,0.7097560374836599,-0.7640086065693313,2.0182350603666155,2
51,6,4,QLD ($p$ estimated),1,0,0.627113226898642,0.7097560374836599,-0.7640086065693313,2.0182350603666155,2
52,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.634812449584955,0.21376058716463464,3.215841698742271,4.053783200427638,NA
52,6,4,QLD ($p$ known),1,0,5.043878554388381,8.667445327927839,-11.94431428835018,22.032071397126945,2
52,6,4,QLD ($p$ estimated),1,0,5.043878554388381,8.667445327927839,-11.94431428835018,22.032071397126945,2
53,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.116725559837142,0.1976484222817507,3.7293346521649102,4.504116467509373,NA
53,6,4,QLD ($p$ known),1,0,2.940222688530013,1.1346302112235194,0.7163474745319149,5.164097902528111,2
53,6,4,QLD ($p$ estimated),1,0,2.940222688530013,1.1346302112235194,0.7163474745319149,5.164097902528111,2
54,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.078690868309408,0.19994122737922135,3.6868060626461343,4.470575673972682,NA
54,6,4,QLD ($p$ known),1,0,1.555586139097594,1.1099779668381855,-0.6199706759052497,3.731142954100438,2
54,6,4,QLD ($p$ estimated),1,0,1.555586139097594,1.1099779668381855,-0.6199706759052497,3.731142954100438,2
55,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.763169457688356,0.2084756850183748,3.3545571150523417,4.1717818003243705,NA
55,6,4,QLD ($p$ known),1,0,0.2144008348585521,1.3017285490520794,-2.3369871212835234,2.7657887910006274,2
55,6,4,QLD ($p$ estimated),1,0,0.2144008348585521,1.3017285490520794,-2.3369871212835234,2.7657887910006274,2
56,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.189902544414497,0.2072512742836298,3.7836900468185823,4.596115042010411,NA
56,6,4,QLD ($p$ known),1,0,1.0276988476485571,0.9793918960324032,-0.8919092685749528,2.9473069638720677,2
56,6,4,QLD ($p$ estimated),1,0,1.0276988476485571,0.9793918960324032,-0.8919092685749528,2.9473069638720677,2
57,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.841633022198909,0.2171013269563762,3.4161144213644112,4.267151623033406,NA
57,6,4,QLD ($p$ known),1,0,-0.5297698753448988,0.8302996146090399,-2.157157119978617,1.0976173692888191,2
57,6,4,QLD ($p$ estimated),1,0,-0.5297698753448988,0.8302996146090399,-2.157157119978617,1.0976173692888191,2
58,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.2461121893779685,0.20645241048971877,3.84146546481812,4.650758913937818,NA
58,6,4,QLD ($p$ known),1,0,-0.01266164278685602,0.9672276272279974,-1.908427792153731,1.883104506580019,2
58,6,4,QLD ($p$ estimated),1,0,-0.01266164278685602,0.9672276272279974,-1.908427792153731,1.883104506580019,2
59,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.336733687371471,0.19897199717845893,2.9467485729016913,3.7267188018412503,NA
59,6,4,QLD ($p$ known),1,0,0.6870932213644887,0.8670943072362193,-1.012411620818501,2.3865980635474786,2
59,6,4,QLD ($p$ estimated),1,0,0.6870932213644887,0.8670943072362193,-1.012411620818501,2.3865980635474786,2
60,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.966506718731897,0.1954341242232316,3.583455835254363,4.349557602209431,NA
60,6,4,QLD ($p$ known),1,0,0.7826820796089744,0.5947018663864351,-0.38293357850843823,1.948297737726387,2
60,6,4,QLD ($p$ estimated),1,0,0.7826820796089744,0.5947018663864351,-0.38293357850843823,1.948297737726387,2
61,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.101966704226674,0.21161179240516553,3.68720759111255,4.516725817340799,NA
61,6,4,QLD ($p$ known),1,0,0.44890126942602954,1.2146099949872813,-1.9317343207490416,2.829536859601101,2
61,6,4,QLD ($p$ estimated),1,0,0.44890126942602954,1.2146099949872813,-1.9317343207490416,2.829536859601101,2
62,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.647933846730412,0.23440803424196183,3.188494099616167,4.107373593844657,NA
62,6,4,QLD ($p$ known),1,0,1.0032677917555628,2.0001473552807547,-2.917021024594717,4.923556608105842,2
62,6,4,QLD ($p$ estimated),1,0,1.0032677917555628,2.0001473552807547,-2.917021024594717,4.923556608105842,2
63,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.143772679242833,0.2169294328868743,3.718590990784559,4.568954367701107,NA
63,6,4,QLD ($p$ known),1,0,0.9317878339413834,1.2597106201127355,-1.5372449814795783,3.400820649362345,2
63,6,4,QLD ($p$ estimated),1,0,0.9317878339413834,1.2597106201127355,-1.5372449814795783,3.400820649362345,2
64,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.110872252401164,0.1881021750712332,3.7421919892615465,4.479552515540781,NA
64,6,4,QLD ($p$ known),1,0,0.9857816203484848,0.9789034008568368,-0.9328690453309152,2.904432286027885,2
64,6,4,QLD ($p$ estimated),1,0,0.9857816203484848,0.9789034008568368,-0.9328690453309152,2.904432286027885,2
65,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.118301489161438,0.22404976462881884,3.6791639504889537,4.557439027833923,NA
65,6,4,QLD ($p$ known),1,0,0.18165994241620767,0.709537373239173,-1.2090333091325711,1.5723531939649869,2
65,6,4,QLD ($p$ estimated),1,0,0.18165994241620767,0.709537373239173,-1.2090333091325711,1.5723531939649869,2
66,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.780183164962702,0.1968514547188067,3.39435431371384,4.166012016211562,NA
66,6,4,QLD ($p$ known),1,0,-1.8405119948867608,6.6006378624666,-14.777762205321295,11.096738215547775,2
66,6,4,QLD ($p$ estimated),1,0,-1.8405119948867608,6.6006378624666,-14.777762205321295,11.096738215547775,2
67,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8863163605547726,0.21470059154032617,3.4655032011357334,4.307129519973812,NA
67,6,4,QLD ($p$ known),1,0,0.9992691551153808,0.792406264577817,-0.5538471234571406,2.552385433687902,2
67,6,4,QLD ($p$ estimated),1,0,0.9992691551153808,0.792406264577817,-0.5538471234571406,2.552385433687902,2
68,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.047017604978727,0.20591276980692055,3.6434285761571625,4.450606633800291,NA
68,6,4,QLD ($p$ known),1,0,0.7085848799717515,0.7348322813499137,-0.7316863914740795,2.1488561514175823,2
68,6,4,QLD ($p$ estimated),1,0,0.7085848799717515,0.7348322813499137,-0.7316863914740795,2.1488561514175823,2
69,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9790144269329257,0.19487349660236067,3.597062373592298,4.360966480273552,NA
69,6,4,QLD ($p$ known),1,0,1.069065625774224,1.2084025060081478,-1.2994032860017457,3.437534537550194,2
69,6,4,QLD ($p$ estimated),1,0,1.069065625774224,1.2084025060081478,-1.2994032860017457,3.437534537550194,2
70,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.969240727550095,0.18289869183328025,3.6107592915568656,4.327722163543324,NA
70,6,4,QLD ($p$ known),1,0,0.8703373934902996,0.8326327841843377,-0.7616228635110023,2.5022976504916015,2
70,6,4,QLD ($p$ estimated),1,0,0.8703373934902996,0.8326327841843377,-0.7616228635110023,2.5022976504916015,2
71,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.060010413241287,0.1895184762996379,3.688554199693996,4.431466626788577,NA
71,6,4,QLD ($p$ known),1,0,0.8456458018615897,0.7693017281294506,-0.6621855852721336,2.353477188995313,2
71,6,4,QLD ($p$ estimated),1,0,0.8456458018615897,0.7693017281294506,-0.6621855852721336,2.353477188995313,2
72,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8279351497440337,0.2309933561738921,3.375188171643205,4.280682127844862,NA
72,6,4,QLD ($p$ known),1,0,1.0356730337749178,1.0450228049200954,-1.0125716638684692,3.083917731418305,2
72,6,4,QLD ($p$ estimated),1,0,1.0356730337749178,1.0450228049200954,-1.0125716638684692,3.083917731418305,2
73,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9094194854742623,0.224322764514444,3.4697468670259526,4.349092103922573,NA
73,6,4,QLD ($p$ known),1,0,0.9000787530211852,0.780314903042427,-0.6293384569419717,2.4294959629843422,2
73,6,4,QLD ($p$ estimated),1,0,0.9000787530211852,0.780314903042427,-0.6293384569419717,2.4294959629843422,2
74,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8355228902046457,0.1953660799460259,3.4526053735104347,4.218440406898856,NA
74,6,4,QLD ($p$ known),1,0,0.4327071312662684,1.0798386699402276,-1.6837766618165777,2.5491909243491144,2
74,6,4,QLD ($p$ estimated),1,0,0.4327071312662684,1.0798386699402276,-1.6837766618165777,2.5491909243491144,2
75,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.197718497608128,0.19495432568483057,3.81560801926586,4.579828975950396,NA
75,6,4,QLD ($p$ known),1,0,0.9639880572328268,0.7248734051799374,-0.4567638169198503,2.384739931385504,2
75,6,4,QLD ($p$ estimated),1,0,0.9639880572328268,0.7248734051799374,-0.4567638169198503,2.384739931385504,2
76,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.088585472182655,0.2282453271898496,3.64122463089055,4.53594631347476,NA
76,6,4,QLD ($p$ known),1,0,2.2429047693307234,0.8911389199207466,0.49627248628606013,3.9895370523753866,2
76,6,4,QLD ($p$ estimated),1,0,2.2429047693307234,0.8911389199207466,0.49627248628606013,3.9895370523753866,2
77,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.045421544298312,0.23344797083667,3.587863521458439,4.502979567138185,NA
77,6,4,QLD ($p$ known),1,0,0.3176510425400881,1.2110821172944752,-2.0560699073570836,2.6913719924372597,2
77,6,4,QLD ($p$ estimated),1,0,0.3176510425400881,1.2110821172944752,-2.0560699073570836,2.6913719924372597,2
78,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.1053756440384515,0.2057652673811936,3.702075719971312,4.508675568105591,NA
78,6,4,QLD ($p$ known),1,0,0.8845014482451166,0.9130761268144266,-0.9051277603111596,2.6741306568013927,2
78,6,4,QLD ($p$ estimated),1,0,0.8845014482451166,0.9130761268144266,-0.9051277603111596,2.6741306568013927,2
79,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.6653232467061545,0.20278161115567725,3.267871288841027,4.062775204571282,NA
79,6,4,QLD ($p$ known),1,0,-0.7133721078957694,1.6321137228713585,-3.9123150047236313,2.4855707889320926,2
