b,dgp_num,T_0,estimator,true_te,rel_year,estimate,std.error,ci_lower,ci_upper,selected_p
998,10,4,QLD ($p$ known),1,0,0.885397078090242,0.5909023306556818,-0.2727714899948941,2.043565646175378,2
998,10,4,QLD ($p$ estimated),1,0,0.885397078090242,0.5909023306556818,-0.2727714899948941,2.043565646175378,2
999,10,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.762645486922622,0.20338936464420165,1.3640023322199868,2.1612886416252572,NA
999,10,4,QLD ($p$ known),1,0,-0.7949123732028297,1.6735768974332803,-4.075123092172059,2.4852983457663997,2
999,10,4,QLD ($p$ estimated),1,0,-0.7949123732028297,1.6735768974332803,-4.075123092172059,2.4852983457663997,2
1000,10,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.8865781557981045,0.21009167116216856,1.474798480320254,2.298357831275955,NA
1000,10,4,QLD ($p$ known),1,0,1.2265709202262198,0.5786832904237165,0.09235167099573548,2.3607901694567044,2
1000,10,4,QLD ($p$ estimated),1,0,1.2265709202262198,0.5786832904237165,0.09235167099573548,2.3607901694567044,2
1,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.2522167715635155,0.2121284946962836,0.8364449219587997,1.667988621168231,NA
1,11,4,QLD ($p$ known),1,0,0.8987584200613098,0.8282317260082749,-0.7245757629149089,2.5220926030375286,2
1,11,4,QLD ($p$ estimated),1,0,0.8987584200613098,0.8282317260082749,-0.7245757629149089,2.5220926030375286,2
2,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.92055960610275,0.20359795855954943,0.5215076073260332,1.3196116048794668,NA
2,11,4,QLD ($p$ known),1,0,0.6413646884210806,0.6620229933045934,-0.6562003784559223,1.9389297552980835,2
2,11,4,QLD ($p$ estimated),1,0,0.6413646884210806,0.6620229933045934,-0.6562003784559223,1.9389297552980835,2
3,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0423929858110248,0.19718242250518925,0.6559154377008538,1.4288705339211958,NA
3,11,4,QLD ($p$ known),1,0,1.3916583370766558,0.46032777337963154,0.48941590125257795,2.2939007729007335,2
3,11,4,QLD ($p$ estimated),1,0,1.3916583370766558,0.46032777337963154,0.48941590125257795,2.2939007729007335,2
4,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0215134153543666,0.2310928163032034,0.5685714954000879,1.4744553353086451,NA
4,11,4,QLD ($p$ known),1,0,1.702359712794332,0.6760104455946044,0.3773792394289073,3.0273401861597566,2
4,11,4,QLD ($p$ estimated),1,0,1.702359712794332,0.6760104455946044,0.3773792394289073,3.0273401861597566,2
5,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8250063465365767,0.1773500007292605,0.4774003451072262,1.1726123479659272,NA
5,11,4,QLD ($p$ known),1,0,1.3894938932372096,0.6998638642113268,0.01776071938300893,2.7612270670914105,2
5,11,4,QLD ($p$ estimated),1,0,1.3894938932372096,0.6998638642113268,0.01776071938300893,2.7612270670914105,2
6,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.284876815684166,0.2278321688452068,0.8383257647475608,1.7314278666207714,NA
6,11,4,QLD ($p$ known),1,0,1.1637183973997822,0.48390140968903994,0.215271634409264,2.1121651603903,2
6,11,4,QLD ($p$ estimated),1,0,1.1637183973997822,0.48390140968903994,0.215271634409264,2.1121651603903,2
7,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.889324681474713,0.2051519802962049,0.48722680009415137,1.291422562855275,NA
7,11,4,QLD ($p$ known),1,0,0.895165152770298,0.5637770564427892,-0.2098378778575689,2.0001681833981646,2
7,11,4,QLD ($p$ estimated),1,0,0.895165152770298,0.5637770564427892,-0.2098378778575689,2.0001681833981646,2
8,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0138901657167751,0.22913388720152367,0.5647877468017888,1.4629925846317615,NA
8,11,4,QLD ($p$ known),1,0,0.4766990615929433,0.6012265590378395,-0.7017049941212222,1.655103117307109,2
8,11,4,QLD ($p$ estimated),1,0,0.4766990615929433,0.6012265590378395,-0.7017049941212222,1.655103117307109,2
9,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.521798116531938,0.21327529922963623,1.1037785300418508,1.939817703022025,NA
9,11,4,QLD ($p$ known),1,0,2.306086434557552,0.6485329104471157,1.034961930081205,3.577210939033898,2
9,11,4,QLD ($p$ estimated),1,0,2.306086434557552,0.6485329104471157,1.034961930081205,3.577210939033898,2
10,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.6885856109378471,0.20001382269750995,0.2965585184507276,1.0806127034249666,NA
10,11,4,QLD ($p$ known),1,0,1.3832265198701048,0.5165524164169307,0.37078378369292064,2.395669256047289,2
10,11,4,QLD ($p$ estimated),1,0,1.3832265198701048,0.5165524164169307,0.37078378369292064,2.395669256047289,2
11,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.7462491111584988,0.2339255163461137,0.287755099120116,1.2047431231968817,NA
11,11,4,QLD ($p$ known),1,0,0.7922865841290477,0.4742041066655413,-0.13715346493541314,1.7217266331935086,2
11,11,4,QLD ($p$ estimated),1,0,0.7922865841290477,0.4742041066655413,-0.13715346493541314,1.7217266331935086,2
12,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.142916298577136,0.21729633775306487,0.7170154765811287,1.5688171205731432,NA
12,11,4,QLD ($p$ known),1,0,0.930103352722394,0.657190186139117,-0.35798941211027524,2.2181961175550633,2
12,11,4,QLD ($p$ estimated),1,0,0.930103352722394,0.657190186139117,-0.35798941211027524,2.2181961175550633,2
13,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9332048430071428,0.23652932695647189,0.4696073621724579,1.3968023238418277,NA
13,11,4,QLD ($p$ known),1,0,1.5855573452627834,0.5890539366112649,0.4310116295047042,2.7401030610208625,2
13,11,4,QLD ($p$ estimated),1,0,1.5855573452627834,0.5890539366112649,0.4310116295047042,2.7401030610208625,2
14,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.1185542849937078,0.23446758608331889,0.6589978162704029,1.5781107537170127,NA
14,11,4,QLD ($p$ known),1,0,1.5150032628344183,0.5757187165402224,0.3865945784155824,2.643411947253254,2
14,11,4,QLD ($p$ estimated),1,0,1.5150032628344183,0.5757187165402224,0.3865945784155824,2.643411947253254,2
15,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.3146392014556727,0.2059676325369627,0.9109426416832258,1.7183357612281196,NA
15,11,4,QLD ($p$ known),1,0,1.4000000890506588,0.6318574964456024,0.1615593960172781,2.638440782084039,2
15,11,4,QLD ($p$ estimated),1,0,1.4000000890506588,0.6318574964456024,0.1615593960172781,2.638440782084039,2
16,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.6269205695073378,0.22295076968804595,0.1899370609187677,1.063904078095908,NA
16,11,4,QLD ($p$ known),1,0,-0.1372656505415452,0.6404360715388425,-1.3925203507576769,1.117989049674586,2
16,11,4,QLD ($p$ estimated),1,0,-0.1372656505415452,0.6404360715388425,-1.3925203507576769,1.117989049674586,2
17,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8133459628423656,0.21660268066308955,0.3888047087427101,1.237887216942021,NA
17,11,4,QLD ($p$ known),1,0,0.22280179522874116,0.7831286983549337,-1.312130453546929,1.7577340440044111,2
17,11,4,QLD ($p$ estimated),1,0,0.22280179522874116,0.7831286983549337,-1.312130453546929,1.7577340440044111,2
18,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8319363811649584,0.23075287104304676,0.37966075392058674,1.28421200840933,NA
18,11,4,QLD ($p$ known),1,0,1.6951199082616488,0.5103209847132898,0.6948907782236009,2.695349038299697,2
18,11,4,QLD ($p$ estimated),1,0,1.6951199082616488,0.5103209847132898,0.6948907782236009,2.695349038299697,2
19,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.790811878429276,0.20896866854279272,0.3812332880854023,1.2003904687731497,NA
19,11,4,QLD ($p$ known),1,0,1.3642445369998617,0.6119724715055511,0.1647784928489815,2.563710581150742,2
19,11,4,QLD ($p$ estimated),1,0,1.3642445369998617,0.6119724715055511,0.1647784928489815,2.563710581150742,2
20,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.35115758091401,0.23166235710876656,0.8970993609808275,1.8052158008471924,NA
20,11,4,QLD ($p$ known),1,0,1.6092688903112484,0.5589766038091283,0.5136747468453571,2.70486303377714,2
20,11,4,QLD ($p$ estimated),1,0,1.6092688903112484,0.5589766038091283,0.5136747468453571,2.70486303377714,2
21,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.3188074223644195,0.21135507002386825,0.9045514851176376,1.7330633596112013,NA
21,11,4,QLD ($p$ known),1,0,0.9898019857872428,0.6221625240161648,-0.2296365612844401,2.2092405328589257,2
21,11,4,QLD ($p$ estimated),1,0,0.9898019857872428,0.6221625240161648,-0.2296365612844401,2.2092405328589257,2
22,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.1528508111368818,0.23231382354463023,0.6975157169894065,1.608185905284357,NA
22,11,4,QLD ($p$ known),1,0,0.8247486713636192,0.5551917942773925,-0.2634272454200701,1.9129245881473085,2
22,11,4,QLD ($p$ estimated),1,0,0.8247486713636192,0.5551917942773925,-0.2634272454200701,1.9129245881473085,2
23,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.5759511097205654,0.204025260314112,0.1760615995049059,0.9758406199362248,NA
23,11,4,QLD ($p$ known),1,0,0.76931444445171,0.5059153598902739,-0.2222796609332268,1.760908549836647,2
23,11,4,QLD ($p$ estimated),1,0,0.76931444445171,0.5059153598902739,-0.2222796609332268,1.760908549836647,2
24,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9466500323077472,0.1880438794213369,0.5780840286419269,1.3152160359735674,NA
24,11,4,QLD ($p$ known),1,0,1.353602629892099,0.42407289532632425,0.5224197550525032,2.1847855047316944,2
24,11,4,QLD ($p$ estimated),1,0,1.353602629892099,0.42407289532632425,0.5224197550525032,2.1847855047316944,2
25,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.1422140429257135,0.20124978336466007,0.74776446753098,1.5366636183204474,NA
25,11,4,QLD ($p$ known),1,0,1.323317966718515,0.5173907970013345,0.3092320045958994,2.337403928841131,2
25,11,4,QLD ($p$ estimated),1,0,1.323317966718515,0.5173907970013345,0.3092320045958994,2.337403928841131,2
26,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8372028697365678,0.1881176973194527,0.4684921829904405,1.205913556482695,NA
26,11,4,QLD ($p$ known),1,0,1.296240646496292,0.7396232453354731,-0.15342091436123528,2.745902207353819,2
26,11,4,QLD ($p$ estimated),1,0,1.296240646496292,0.7396232453354731,-0.15342091436123528,2.745902207353819,2
27,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.1224700618830796,0.2208089335011305,0.6896845522208639,1.5552555715452954,NA
27,11,4,QLD ($p$ known),1,0,1.0299558452240156,0.41336583214735706,0.21975881421519583,1.8401528762328352,2
27,11,4,QLD ($p$ estimated),1,0,1.0299558452240156,0.41336583214735706,0.21975881421519583,1.8401528762328352,2
28,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8565681150162143,0.2413425791862437,0.3835366598111767,1.329599570221252,NA
28,11,4,QLD ($p$ known),1,0,0.5296265278118634,0.5498580403689796,-0.5480952313113366,1.6073482869350633,2
28,11,4,QLD ($p$ estimated),1,0,0.5296265278118634,0.5498580403689796,-0.5480952313113366,1.6073482869350633,2
29,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0380182613307871,0.23200960372433055,0.5832794380310993,1.492757084630475,NA
29,11,4,QLD ($p$ known),1,0,0.6757740634914019,0.8060505679106937,-0.9040850496135578,2.2556331765963615,2
29,11,4,QLD ($p$ estimated),1,0,0.6757740634914019,0.8060505679106937,-0.9040850496135578,2.2556331765963615,2
30,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9098633680671608,0.22141856061336343,0.4758829892649685,1.3438437468693532,NA
30,11,4,QLD ($p$ known),1,0,1.3298583984069383,0.4202931944681985,0.5060837372492692,2.1536330595646076,2
30,11,4,QLD ($p$ estimated),1,0,1.3298583984069383,0.4202931944681985,0.5060837372492692,2.1536330595646076,2
31,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9918265824325504,0.1974453758664347,0.6048336457343384,1.3788195191307624,NA
31,11,4,QLD ($p$ known),1,0,0.9706860011356584,0.4735597090371439,0.04250897142285648,1.8988630308484609,2
31,11,4,QLD ($p$ estimated),1,0,0.9706860011356584,0.4735597090371439,0.04250897142285648,1.8988630308484609,2
32,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.132697622262624,0.18028272817157515,0.7793434750463366,1.4860517694789113,NA
32,11,4,QLD ($p$ known),1,0,1.0636548098098588,0.6372157907119957,-0.18528813998565272,2.3125977596053704,2
32,11,4,QLD ($p$ estimated),1,0,1.0636548098098588,0.6372157907119957,-0.18528813998565272,2.3125977596053704,2
33,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.7813925546337315,0.22852525664505333,0.333483051609427,1.229302057658036,NA
33,11,4,QLD ($p$ known),1,0,1.1804232628305156,0.46255029557107274,0.27382468351121303,2.0870218421498183,2
33,11,4,QLD ($p$ estimated),1,0,1.1804232628305156,0.46255029557107274,0.27382468351121303,2.0870218421498183,2
34,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.3487447372219394,0.22296955968721963,0.9117244002349888,1.78576507420889,NA
34,11,4,QLD ($p$ known),1,0,1.416029962827225,0.8900184316449998,-0.3284061631969746,3.1604660888514244,2
34,11,4,QLD ($p$ estimated),1,0,1.416029962827225,0.8900184316449998,-0.3284061631969746,3.1604660888514244,2
35,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.3008551516651052,0.2130137567484621,0.8833481884381196,1.718362114892091,NA
35,11,4,QLD ($p$ known),1,0,0.977662839215946,0.4884492945054595,0.02030222198524545,1.9350234564466464,2
35,11,4,QLD ($p$ estimated),1,0,0.977662839215946,0.4884492945054595,0.02030222198524545,1.9350234564466464,2
36,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.7384246958062868,0.21807332837093657,0.3110009721992511,1.1658484194133223,NA
36,11,4,QLD ($p$ known),1,0,0.42140040030828496,0.6398894495438295,-0.832782920797621,1.6755837214141909,2
36,11,4,QLD ($p$ estimated),1,0,0.42140040030828496,0.6398894495438295,-0.832782920797621,1.6755837214141909,2
37,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.770905749479813,0.2052807974040192,0.3685553865679354,1.1732561123916907,NA
37,11,4,QLD ($p$ known),1,0,1.3657501925822628,0.5878160821823812,0.21363067150479553,2.51786971365973,2
37,11,4,QLD ($p$ estimated),1,0,1.3657501925822628,0.5878160821823812,0.21363067150479553,2.51786971365973,2
38,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8950132104045722,0.2063102581539439,0.4906451044228421,1.2993813163863024,NA
38,11,4,QLD ($p$ known),1,0,0.3293265166774696,0.7695403003564207,-1.178972472021115,1.8376255053760544,2
38,11,4,QLD ($p$ estimated),1,0,0.3293265166774696,0.7695403003564207,-1.178972472021115,1.8376255053760544,2
39,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.902593153390262,0.21938372108188947,0.4726010600697588,1.3325852467107655,NA
39,11,4,QLD ($p$ known),1,0,1.026173951008747,0.49986165502327923,0.04644510716311978,2.005902794854374,2
39,11,4,QLD ($p$ estimated),1,0,1.026173951008747,0.49986165502327923,0.04644510716311978,2.005902794854374,2
40,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8004196690883479,0.19727026536087744,0.41376994898102815,1.1870693891956678,NA
40,11,4,QLD ($p$ known),1,0,0.8329994854646744,0.45924893396053806,-0.06712842509798023,1.733127396027329,2
40,11,4,QLD ($p$ estimated),1,0,0.8329994854646744,0.45924893396053806,-0.06712842509798023,1.733127396027329,2
41,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8717955586287669,0.20792928648445816,0.4642541571192289,1.279336960138305,NA
41,11,4,QLD ($p$ known),1,0,1.178589998714662,0.6051259078726496,-0.0074567807157313,2.364636778145055,2
41,11,4,QLD ($p$ estimated),1,0,1.178589998714662,0.6051259078726496,-0.0074567807157313,2.364636778145055,2
42,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9277389715087636,0.20413716030453397,0.5276301373118771,1.3278478057056504,NA
42,11,4,QLD ($p$ known),1,0,0.7731098061386409,0.5102658562192083,-0.22701127205100724,1.7732308843282891,2
42,11,4,QLD ($p$ estimated),1,0,0.7731098061386409,0.5102658562192083,-0.22701127205100724,1.7732308843282891,2
43,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9397206831068692,0.22638754764306548,0.49600108972646095,1.3834402764872775,NA
43,11,4,QLD ($p$ known),1,0,1.5333658996040178,0.5177531901203004,0.518569646968229,2.5481621522398066,2
43,11,4,QLD ($p$ estimated),1,0,1.5333658996040178,0.5177531901203004,0.518569646968229,2.5481621522398066,2
44,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.084083626644205,0.20226078437210585,0.6876524892748779,1.4805147640135328,NA
44,11,4,QLD ($p$ known),1,0,1.5989247841353027,0.7669206117982712,0.09576038501069116,3.1020891832599142,2
44,11,4,QLD ($p$ estimated),1,0,1.5989247841353027,0.7669206117982712,0.09576038501069116,3.1020891832599142,2
45,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0410706671368262,0.21157792829079705,0.626377927686864,1.4557634065867884,NA
45,11,4,QLD ($p$ known),1,0,1.4756280231339487,0.5186694124690319,0.4590359746946462,2.492220071573251,2
45,11,4,QLD ($p$ estimated),1,0,1.4756280231339487,0.5186694124690319,0.4590359746946462,2.492220071573251,2
46,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.993708973669251,0.22037256066467992,0.5617787547664784,1.4256391925720235,NA
46,11,4,QLD ($p$ known),1,0,1.1496861595925678,0.4330603389483566,0.3008878952537889,1.9984844239313468,2
46,11,4,QLD ($p$ estimated),1,0,1.1496861595925678,0.4330603389483566,0.3008878952537889,1.9984844239313468,2
47,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0658258565927177,0.19326825101430545,0.687020084604679,1.4446316285807563,NA
47,11,4,QLD ($p$ known),1,0,1.1501576395143844,0.5288291220106958,0.11365256037342086,2.186662718655348,2
47,11,4,QLD ($p$ estimated),1,0,1.1501576395143844,0.5288291220106958,0.11365256037342086,2.186662718655348,2
48,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9485200381202666,0.2241325784384323,0.5092201843809394,1.387819891859594,NA
48,11,4,QLD ($p$ known),1,0,1.1034653110934582,0.4627558816781969,0.19646378300419232,2.0104668391827243,2
48,11,4,QLD ($p$ estimated),1,0,1.1034653110934582,0.4627558816781969,0.19646378300419232,2.0104668391827243,2
49,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.2075645597598712,0.2206493553682648,0.7750918232380721,1.6400372962816705,NA
49,11,4,QLD ($p$ known),1,0,1.3917017045937925,0.5232364973255191,0.3661581698357747,2.41724523935181,2
49,11,4,QLD ($p$ estimated),1,0,1.3917017045937925,0.5232364973255191,0.3661581698357747,2.41724523935181,2
50,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.7941688216974965,0.19370208079675752,0.41451274333585175,1.1738249000591412,NA
50,11,4,QLD ($p$ known),1,0,0.939244634985844,0.4495845185881693,0.05805897855303221,1.820430291418656,2
50,11,4,QLD ($p$ estimated),1,0,0.939244634985844,0.4495845185881693,0.05805897855303221,1.820430291418656,2
51,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0159553316998706,0.2109150045661087,0.6025619227502976,1.4293487406494436,NA
51,11,4,QLD ($p$ known),1,0,-0.35903191814253455,1.2451017779542508,-2.799431402932866,2.0813675666477973,2
51,11,4,QLD ($p$ estimated),1,0,-0.35903191814253455,1.2451017779542508,-2.799431402932866,2.0813675666477973,2
52,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0421670972883967,0.206713849190772,0.6370079528744836,1.4473262417023098,NA
52,11,4,QLD ($p$ known),1,0,1.2910144392336826,0.6019128956881205,0.11126516368496664,2.4707637147823984,2
52,11,4,QLD ($p$ estimated),1,0,1.2910144392336826,0.6019128956881205,0.11126516368496664,2.4707637147823984,2
53,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.5683742597344456,0.22392216750476276,0.12948681142511054,1.007261708043781,NA
53,11,4,QLD ($p$ known),1,0,0.4790838568341536,0.5376060257111006,-0.5746239535596036,1.5327916672279107,2
53,11,4,QLD ($p$ estimated),1,0,0.4790838568341536,0.5376060257111006,-0.5746239535596036,1.5327916672279107,2
54,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0774170851100182,0.22551849647887465,0.6354008320114239,1.5194333382086125,NA
54,11,4,QLD ($p$ known),1,0,1.2918518722533756,0.4685527595414179,0.3734884635521965,2.2102152809545546,2
54,11,4,QLD ($p$ estimated),1,0,1.2918518722533756,0.4685527595414179,0.3734884635521965,2.2102152809545546,2
55,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.8314642635981488,0.20499445532256977,0.42967513116591216,1.2332533960303855,NA
55,11,4,QLD ($p$ known),1,0,1.668841416096109,0.7997790829582279,0.1012744134979824,3.2364084186942357,2
55,11,4,QLD ($p$ estimated),1,0,1.668841416096109,0.7997790829582279,0.1012744134979824,3.2364084186942357,2
56,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.060644779117654,0.21486787211374175,0.6395037497747202,1.481785808460588,NA
56,11,4,QLD ($p$ known),1,0,1.431490982758343,0.4880216554509446,0.4749685380744917,2.3880134274421945,2
56,11,4,QLD ($p$ estimated),1,0,1.431490982758343,0.4880216554509446,0.4749685380744917,2.3880134274421945,2
57,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0727316268590332,0.2229879322651369,0.6356752796193649,1.5097879740987017,NA
57,11,4,QLD ($p$ known),1,0,1.165599683289816,0.36423871843604977,0.45169179515515834,1.8795075714244731,2
57,11,4,QLD ($p$ estimated),1,0,1.165599683289816,0.36423871843604977,0.45169179515515834,1.8795075714244731,2
58,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9922000970000914,0.20049994099284216,0.5992202126541206,1.385179981346062,NA
58,11,4,QLD ($p$ known),1,0,0.5545071064141098,0.5710788291048363,-0.5648073986313693,1.673821611459589,2
58,11,4,QLD ($p$ estimated),1,0,0.5545071064141098,0.5710788291048363,-0.5648073986313693,1.673821611459589,2
59,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.997168492899884,0.19497478196184292,0.6150179202546717,1.379319065545096,NA
59,11,4,QLD ($p$ known),1,0,0.9906060774752314,0.5337192671350863,-0.0554836861095378,2.0366958410600007,2
59,11,4,QLD ($p$ estimated),1,0,0.9906060774752314,0.5337192671350863,-0.0554836861095378,2.0366958410600007,2
60,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0875605290473107,0.2271268977358244,0.6423918094850949,1.5327292486095263,NA
60,11,4,QLD ($p$ known),1,0,1.483932147813603,0.4254052101753216,0.6501379358699726,2.3177263597572333,2
60,11,4,QLD ($p$ estimated),1,0,1.483932147813603,0.4254052101753216,0.6501379358699726,2.3177263597572333,2
61,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0624801837397753,0.21777622043881617,0.6356387916796955,1.489321575799855,NA
61,11,4,QLD ($p$ known),1,0,0.6537333510335959,0.5153130546294236,-0.3562802360400743,1.663746938107266,2
61,11,4,QLD ($p$ estimated),1,0,0.6537333510335959,0.5153130546294236,-0.3562802360400743,1.663746938107266,2
62,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.2252727867772724,0.19740415984860188,0.8383606334740127,1.612184940080532,NA
62,11,4,QLD ($p$ known),1,0,1.7301601208831967,0.5201204866584226,0.7107239670326884,2.749596274733705,2
62,11,4,QLD ($p$ estimated),1,0,1.7301601208831967,0.5201204866584226,0.7107239670326884,2.749596274733705,2
63,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.7941304840383735,0.1996851277478547,0.4027476336525782,1.1855133344241688,NA
63,11,4,QLD ($p$ known),1,0,0.7958154373617554,0.4321989971210969,-0.05129459699559446,1.6429254717191053,2
63,11,4,QLD ($p$ estimated),1,0,0.7958154373617554,0.4321989971210969,-0.05129459699559446,1.6429254717191053,2
64,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.6967111353344145,0.23287248370325803,0.24028106727602877,1.1531412033928004,NA
64,11,4,QLD ($p$ known),1,0,0.2232979028340715,0.5723902119307774,-0.8985869125502522,1.3451827182183953,2
64,11,4,QLD ($p$ estimated),1,0,0.2232979028340715,0.5723902119307774,-0.8985869125502522,1.3451827182183953,2
65,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.6054364621277688,0.22753644453433883,0.1594650308404647,1.0514078934150728,NA
65,11,4,QLD ($p$ known),1,0,0.21455629927456815,0.3856480068499469,-0.5413137941513277,0.970426392700464,2
65,11,4,QLD ($p$ estimated),1,0,0.21455629927456815,0.3856480068499469,-0.5413137941513277,0.970426392700464,2
66,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.14006456903502,0.17835219535267255,0.7904942661437817,1.4896348719262582,NA
66,11,4,QLD ($p$ known),1,0,1.3544335802742364,0.4960531506007569,0.3821694050967529,2.32669775545172,2
66,11,4,QLD ($p$ estimated),1,0,1.3544335802742364,0.4960531506007569,0.3821694050967529,2.32669775545172,2
67,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,0.9459902326458728,0.21681831328388165,0.5210263386094648,1.370954126682281,NA
67,11,4,QLD ($p$ known),1,0,1.0951492788953268,0.6112878821364778,-0.1029749700921696,2.293273527882823,2
67,11,4,QLD ($p$ estimated),1,0,1.0951492788953268,0.6112878821364778,-0.1029749700921696,2.293273527882823,2
68,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0088963463667142,0.2130942251728106,0.5912316650280054,1.426561027705423,NA
68,11,4,QLD ($p$ known),1,0,0.252853912501799,0.579480359840827,-0.8829275927862219,1.38863541778982,2
68,11,4,QLD ($p$ estimated),1,0,0.252853912501799,0.579480359840827,-0.8829275927862219,1.38863541778982,2
69,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.1855453451824194,0.20599404229522625,0.781797022283776,1.5892936680810628,NA
69,11,4,QLD ($p$ known),1,0,1.5750599630105877,0.6857845746841187,0.23092219662971503,2.9191977293914606,2
69,11,4,QLD ($p$ estimated),1,0,1.5750599630105877,0.6857845746841187,0.23092219662971503,2.9191977293914606,2
70,11,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,1.0040966643939304,0.2374990794227075,0.5385984687254237,1.4695948600624371,NA
70,11,4,QLD ($p$ known),1,0,0.6060793877040048,0.61760789714516,-0.6044320907005086,1.8165908661085184,2
